Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1989","100 g/ha","76493"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1990","ha","27000"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1990","100 g/ha","76296"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1991","ha","26961"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1991","100 g/ha","76778"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1992","ha","27200"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1992","100 g/ha","76471"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1993","ha","27500"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1993","100 g/ha","76364"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1994","ha","24000"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1994","100 g/ha","89583"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1995","ha","25000"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1995","100 g/ha","88000"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1996","ha","24000"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1996","100 g/ha","87500"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1997","ha","23617"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1997","100 g/ha","90873"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1998","ha","23463"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1998","100 g/ha","91633"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","1999","ha","27200"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","1999","100 g/ha","77206"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2000","ha","24721"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2000","100 g/ha","120881"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2001","ha","24443"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2001","100 g/ha","117700"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2002","ha","21859"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2002","100 g/ha","122107"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2003","ha","21087"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2003","100 g/ha","119999"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2004","ha","22164"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2004","100 g/ha","122369"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2005","ha","23580"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2005","100 g/ha","119101"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2006","ha","22779"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2006","100 g/ha","112543"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2007","ha","23015"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2007","100 g/ha","117960"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2008","ha","23247"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2008","100 g/ha","99604"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2009","ha","23112"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2009","100 g/ha","101125"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2010","ha","23449"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2010","100 g/ha","101051"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2011","ha","24522"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2011","100 g/ha","106598"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2012","ha","22853"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2012","100 g/ha","97520"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2013","ha","18104"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2013","100 g/ha","93443"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2014","ha","18200"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2014","100 g/ha","96066"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2015","ha","18265"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2015","100 g/ha","96753"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2016","ha","18952"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2016","100 g/ha","94729"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2017","ha","19231"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2017","100 g/ha","92963"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2018","ha","19554"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2018","100 g/ha","89346"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2019","ha","18460"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2019","100 g/ha","96249"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2020","ha","19082"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2020","100 g/ha","92787"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2021","ha","19032"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2021","100 g/ha","92728"
"Crops and livestock products","Thailand","Area harvested","Cucumbers and gherkins","2022","ha","18858"
"Crops and livestock products","Thailand","Yield","Cucumbers and gherkins","2022","100 g/ha","93897"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1961","ha","1600"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1961","100 g/ha","137500"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1962","ha","1700"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1962","100 g/ha","141176"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1963","ha","1900"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1963","100 g/ha","136842"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1964","ha","2000"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1964","100 g/ha","140000"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1965","ha","2100"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1965","100 g/ha","142857"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1966","ha","2300"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1966","100 g/ha","139130"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1967","ha","2400"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1967","100 g/ha","141667"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1968","ha","2600"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1968","100 g/ha","138462"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1969","ha","2700"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1969","100 g/ha","140741"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1970","ha","2900"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1970","100 g/ha","137931"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1971","ha","3000"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1971","100 g/ha","140000"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1972","ha","3200"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1972","100 g/ha","137500"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1973","ha","3300"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1973","100 g/ha","139394"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1974","ha","3400"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1974","100 g/ha","141176"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1975","ha","3600"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1975","100 g/ha","138889"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1976","ha","3700"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1976","100 g/ha","140541"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1977","ha","3900"
"Crops and livestock products","Thailand","Yield","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1977","100 g/ha","138462"
"Crops and livestock products","Thailand","Area harvested","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1978","ha","4000"
